MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_SalePrice,pt_SalePrice,AgebySale,GarageAge,RemodAge,bin_BsmtFullBath,bin_BsmtHalfBath,bin_HalfBath,bin_FullBath,bin_KitchenAbvGr,bin_BedroomAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,TotalBath,bin_TotalBath,log_LotFrontage,log_LotArea,log_MasVnrArea,log_BsmtFinSF2,log_1stFlrSF,log_GrLivArea,log_WoodDeckSF,log_OpenPorchSF,log_ScreenPorch,log_PoolArea,log_MiscVal,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,TotalLivArea,TotalFlrSF,TotalPorchSF,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,ord_LotShape,ord_LandSlope,ord_ExterQual,ord_ExterCond,ord_BsmtQual,ord_BsmtCond,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_HeatingQC,ord_Electrical,ord_KitchenQual,ord_Functional,ord_FireplaceQu,ord_GarageFinish,ord_GarageQual,ord_GarageCond,ord_PavedDrive,ord_PoolQC,ord_Fence,bin_LotShape,bin_LandSlope,bin_ExterCond,bin_BsmtCond,bin_HeatingQC,bin_Electrical,bin_Functional,bin_GarageQual,bin_GarageCond,bin_PoolQC,bin_Fence,bin_OverallQual,bin_OverallCond,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,bin_MSSubClass,bin_Neighborhood,bin_Condition1,bin_Condition2,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,bin_Foundation,bin_Heating,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition
90,RL,82.0,11070,Pave,No alley access,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,1907,GasA,Gd,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,No Fireplace,2Types,1989.0,Unf,3,766,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Family,171000,12.049418835484797,9.371248509925898,18,17.0,17,0,0,0,1,1,2,5,0,3,3.0,4,4.418840607796598,9.312084355859467,4.2626798770413155,0.0,7.580699752224563,7.580699752224563,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1959,3866,0,7.580699752224563,8.260234291607297,0.0,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,90,Mitchel,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,other,None,WD,Family
60,RL,73.0,9066,Pave,No alley access,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3,660,TA,TA,Y,224,106,0,0,0,0,No Pool,GdPrv,None,0,12,2008,WD,Normal,230000,12.345834587905333,9.545339564948385,9,9.0,8,0,0,1,1,0,1,3,2,3,2.5,3,4.30406509320417,9.112396727646056,5.771441123130016,0.0,6.912742820493176,7.52456122628536,5.41610040220442,4.672828834461906,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,2520,2856,106,7.83241092718792,7.957527402230773,4.672828834461906,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,No Pool,GdPrv,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,GdPrv,5,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,GdPrv,60,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
60,RL,65.0,15426,Pave,No alley access,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,Attchd,1997.0,RFn,2,470,TA,TA,Y,276,99,0,0,0,0,No Pool,MnPrv,None,0,8,2009,WD,Normal,231500,12.352335152508426,9.549132310181019,12,12.0,12,1,0,1,1,0,1,3,0,2,3.5,5,4.189654742026425,9.64387450001194,0.0,0.0,6.834108738813838,7.475905969367397,5.6240175061873385,4.605170185988092,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,2585,2692,99,7.857867559331803,7.898411092811599,4.605170185988092,IR1,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,No Fireplace,RFn,TA,TA,Y,No Pool,MnPrv,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,3,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,60,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
20,RL,70.0,10500,Pave,No alley access,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,ConLI,Normal,115000,11.652687407345388,9.13468909682562,39,39.0,39,0,0,0,0,0,1,1,1,0,1.0,0,4.2626798770413155,9.259225769705994,0.0,0.0,6.762729506931879,6.762729506931879,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1296,1728,0,7.167809184316444,7.455298485683291,0.0,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,Po,No Garage,No Garage,No Garage,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,1,2,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,20,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,No Garage,None,other,Normal
20,RL,78.0,11645,Pave,No alley access,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,Fin,2,660,TA,TA,Y,160,24,0,0,0,0,No Pool,No Fence,None,0,1,2006,WD,Normal,260000,12.468436909997665,9.61669087355164,1,1.0,1,1,0,0,1,0,1,3,0,2,3.0,4,4.3694478524670215,9.362718052397065,0.0,0.0,7.45876269238096,7.45876269238096,5.081404364984463,3.2188758248682006,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,3034,3468,24,8.017966703493599,8.15162164696975,3.2188758248682006,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,No Fireplace,Fin,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
50,RL,71.0,8520,Pave,No alley access,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,No Fireplace,Detchd,2000.0,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,No Pool,MnPrv,None,0,6,2010,WD,Normal,166000,12.01974306733868,9.35369503061223,58,10.0,58,0,0,0,1,0,2,2,0,2,2.0,2,4.276666119016055,9.050288983827956,0.0,0.0,6.814542897259958,7.234177179749849,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1892,2295,0,7.545918151209323,7.738923757439457,0.0,Reg,Gtl,TA,Fa,TA,TA,No,Rec,Unf,Fa,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,MnPrv,Reg,Gtl,PoFa,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,MnPrv,2,1,Reg,Gtl,PoFa,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,MnPrv,50,NAmes,Artery,Norm,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,CBlock,GasA,Detchd,None,WD,Normal
20,RL,78.0,10335,Pave,No alley access,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,No Fireplace,Attchd,1999.0,RFn,2,577,TA,TA,Y,144,29,0,0,0,0,No Pool,No Fence,None,0,6,2009,WD,Normal,204000,12.225875272826354,9.475156061942322,10,10.0,10,1,0,0,1,0,1,2,0,2,3.0,4,4.3694478524670215,9.243388226022383,5.214935757608986,0.0,7.31455283232408,7.31455283232408,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,2180,2991,29,7.687538766201629,8.003697339094368,3.4011973816621555,IR1,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,No Fireplace,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
90,RM,70.0,9100,Pave,No alley access,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,No Fireplace,Detchd,1963.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,11,2006,ConLI,Abnorml,125000,11.736069016284437,9.184747492908722,43,43.0,43,1,0,0,1,1,2,5,0,2,3.0,4,4.2626798770413155,9.116139576577355,5.820082930352362,0.0,7.455298485683291,7.455298485683291,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3060,3456,0,8.026496938945412,8.148156439921625,0.0,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,2,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,90,Sawyer,other,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Detchd,None,other,Abnorml
160,RM,24.0,2522,Pave,No alley access,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,No Fireplace,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,No Pool,No Fence,None,0,4,2006,WD,Normal,130000,11.77528972943772,9.208230873977469,2,2.0,0,0,0,0,1,0,1,3,0,2,2.0,2,3.2188758248682006,7.833203948641057,3.9318256327243257,0.0,6.878326468291325,7.444248649496705,0.0,3.713572066704308,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1709,2679,40,7.444248649496705,7.893572073504902,3.713572066704308,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Maj1,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,3,2,Reg,Gtl,TA,TA,Ex,SBrkr,SeMa12Mo,TA,TA,No Pool,No Fence,160,Edwards,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Detchd,None,WD,Normal
30,RM,51.0,6120,Pave,No alley access,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,Detchd,1931.0,Unf,1,180,Fa,TA,Y,48,0,0,0,0,0,No Pool,No Fence,None,0,11,2009,WD,Normal,105000,11.56171562913966,9.079865830969757,78,78.0,16,1,0,0,0,0,0,1,0,1,2.0,2,3.9512437185814275,8.71948076085107,0.0,0.0,6.775366090936392,6.775366090936392,3.8918202981106265,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1084,1590,0,6.98933526597456,7.372118028337787,0.0,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,FuseA,TA,Typ,No Fireplace,Unf,Fa,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,FuseA,Typ,PoFa,TA,No Pool,No Fence,2,4,Reg,Gtl,TA,TA,TA,FuseA,Typ,PoFa,TA,No Pool,No Fence,30,BrkSide,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Detchd,None,WD,Normal
60,RL,65.0,9505,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2,434,TA,TA,Y,144,48,0,0,0,0,No Pool,No Fence,None,0,5,2010,WD,Normal,222500,12.312682380588432,9.525980217364252,9,9.0,9,0,0,1,1,0,1,4,1,2,2.5,3,4.189654742026425,9.159678457173955,5.198497031265826,0.0,6.785587645007929,7.618742377670413,4.976733742420574,3.8918202981106265,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2035,2919,48,7.618742377670413,7.979338895262328,3.8918202981106265,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,BuiltIn,None,WD,Normal
20,RL,63.0,7500,Pave,No alley access,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,No Fireplace,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2008,WD,Normal,141000,11.856515169360305,9.256736985582128,4,4.0,3,1,0,0,0,0,1,2,0,0,2.0,2,4.1588830833596715,8.922791623969637,4.795790545596741,0.0,6.985641817639208,6.985641817639208,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1760,2160,0,7.473637108496206,7.6783263565068856,0.0,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,No Fireplace,No Garage,No Garage,No Garage,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,4,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,20,SawyerW,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,No Garage,None,WD,Normal
50,RM,52.0,6240,Pave,No alley access,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,No Fireplace,Detchd,1936.0,Unf,1,240,Fa,TA,Y,200,114,0,0,0,0,No Pool,No Fence,None,0,4,2006,WD,Normal,115000,11.652687407345388,9.13468909682562,70,70.0,56,0,0,0,0,0,1,3,0,1,1.0,0,3.970291913552122,8.738895704934043,0.0,0.0,6.799055862058796,7.20414929203594,5.303304908059076,4.74493212836325,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1344,2240,114,7.20414929203594,7.714677473800927,4.74493212836325,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,FuseA,TA,Typ,No Fireplace,Unf,Fa,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Gd,FuseA,Typ,PoFa,TA,No Pool,No Fence,2,1,Reg,Gtl,TA,TA,Gd,FuseA,Typ,PoFa,TA,No Pool,No Fence,50,BrkSide,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,Detchd,None,WD,Normal
20,RL,120.0,10356,Pave,No alley access,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,No Fireplace,Attchd,1975.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No Pool,MnPrv,None,0,1,2007,WD,Normal,122000,11.711776323715394,9.170182093944375,32,32.0,32,0,0,1,0,0,1,1,0,2,1.5,1,4.795790545596741,9.24541789858888,0.0,0.0,6.877296071497429,6.877296071497429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1685,1938,0,7.430114138561801,7.569927655242652,0.0,Reg,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,MnPrv,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnPrv,2,3,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnPrv,20,CollgCr,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Attchd,None,WD,Normal
20,RL,107.0,13891,Pave,No alley access,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,1710,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,866,TA,TA,Y,0,102,0,0,0,0,No Pool,No Fence,None,0,1,2008,New,Partial,372402,12.827729194939907,9.823604880168293,1,1.0,0,1,0,0,1,0,0,2,1,3,3.0,4,4.68213122712422,9.539068413863964,6.07993319509559,0.0,7.444833273892193,7.444833273892193,0.0,4.634728988229636,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3110,3420,102,8.042699496897637,8.137688184977605,4.634728988229636,Reg,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NridgHt,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,New,Partial
60,RL,80.0,14803,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2,495,TA,TA,Y,0,66,0,0,0,0,No Pool,GdWo,None,0,6,2006,WD,Normal,190000,12.154779351142624,9.433386942700938,35,35.0,35,0,0,1,1,0,2,4,1,2,2.5,3,4.394449154672439,9.602652693506046,5.53338948872752,0.0,7.001245622069476,7.597897950521784,0.0,4.204692619390966,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,2409,2818,66,7.787382026484701,7.9441374911141125,4.204692619390966,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,No Pool,GdWo,IR1,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnGdWo,3,2,IR1,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnGdWo,60,NWAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Attchd,None,WD,Normal
20,RL,80.0,13500,Pave,No alley access,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2,564,TA,TA,Y,409,0,0,0,0,0,No Pool,No Fence,None,0,3,2008,WD,Normal,235000,12.367340793126296,9.557883223994697,48,48.0,33,1,0,0,0,0,0,0,1,2,2.0,2,4.394449154672439,9.510519035757246,0.0,6.985641817639208,7.133295954896068,7.133295954896068,6.016157159698354,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2761,2854,0,7.923710333969238,7.956827122090111,0.0,Reg,Gtl,TA,TA,Gd,TA,Gd,BLQ,ALQ,Gd,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,3,4,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,20,ClearCr,Norm,Norm,1Story,other,CompShg,BrkFace,Plywood,CBlock,GasA,Attchd,None,WD,Normal
30,RM,84.0,11340,Pave,No alley access,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1200,1200,GasA,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,No Fireplace,Detchd,1923.0,Unf,1,312,Fa,Fa,Y,0,0,228,0,0,0,No Pool,No Fence,None,0,3,2006,WD,Family,125000,11.736069016284437,9.184747492908722,83,83.0,56,0,0,0,0,0,2,3,0,1,1.0,0,4.442651256490317,9.33617975681533,0.0,0.0,7.0909098220799835,7.0909098220799835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1200,2400,228,7.0909098220799835,7.783640596221253,5.43372200355424,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,FuseA,TA,Typ,No Fireplace,Unf,Fa,Fa,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,FuseA,Typ,PoFa,PoFa,No Pool,No Fence,3,2,Reg,Gtl,TA,TA,TA,FuseA,Typ,PoFa,PoFa,No Pool,No Fence,30,OldTown,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Detchd,None,WD,Family
